title,company,location,description,data_science_job
Applied Scientist - Automatic Speech Recognition,Amazon Development Center DEU,Aachen,"Expertise any of the following areas: algorithms and data structures, parsing, numerical optimization, data mining, parallel and distributed computing, high…",1.0
Artificial Intelligence Expert,Alldus,Berlin,"An understanding of mult-omics data, bioinfomratics Life Sciences in general.This company is dedicated to utilizing AI and Data Science to transform clinical,…",1.0
Assistant Professor (W2 Tenure Track) for Human Computer Interaction,Technische Universität Darmstadt,Darmstadt,"Commitment to teaching in our bachelor and master programs in computer science is of importance.As the professorship is anchored in computer science, the…",0.0
Assistant Professor (W2 Tenure Track) for Quantum Computing,Technische Universität Darmstadt,Darmstadt,"Within computer science, these include artificial intelligence, cryptography, data management, and high-performance computing.Starting as soon as possible.",0.0
Associate Developer (f/m/d) - SAP Intelligent Asset Management,SAP,Walldorf,"We are multi-disciplinary with experts in cloud application development based on Microservices architecture, big data processing, data science as well as design…",0.0
Associate Director - Operations Cost Improvement and Fulfillment Speed,Wayfair,Berlin,"Significant relevant professional experience , including business analytics or data science work experience.Work cross functionally on a global scale with our…",1.0
"Associate Director, Data Governance",PSI CRO,München,"Coordinate data procurement through external data sources.Prior experience in data governance field, with large-scale data.",0.0
"Associate Director, Medical Affairs",bluebird bio,München,Support EU RWE data generation projects.Implement Phase IV data generation through execution of registries.At bluebird we are committed to using cutting-edge…,0.0
Auditor (f/m/d) IT and Cybersecurity Assurance,Siemens AG,Erlangen,We care about your data privacy and take compliance with GDPR as well as other data protection legislation seriously.Change is a constant aspect of our work.,0.0
"Ausbildung 2021: Bachelor of Science, Wirtschaftsinformatik (m/w/d), Standorte Mannheim und Ludwigsburg",Roche,Mannheim,"Um Dir einen idealen Start zu bieten, verbinden wir die berufliche Praxis mit der Theorie.In der Dualen Hochschule Baden-Württemberg Mannheim erwirbst du die…",0.0
Aushilfe (m/w/d) Coding US,GfK,Baden-Baden,"We connect data, science and innovative digital research solutions to provide answers for key business questions around consumers, markets, brands and media.",1.0
BI Data Engineer (m/f/x),New Work SE,Hamburg,"Analysis and integration of new data sources.Maintain internal standards, processes and workflows for data management.New Work SE – for a better working life.",1.0
BI Developer (f/m/d),Kolibri,Berlin-Kreuzberg,"Inform and educate data users with reliable, trustworthy data in a user friendly manner.Conceptualize, design and implement ETL processes and data pipelines to…",1.0
BI/Data Analyst in Offenburg (m/w/d),sevDesk,Offenburg,Mit unserer cloudbasierten Softwarelösung krempeln wir den verstaubten Buchhaltungsbereich von Kleinunternehmern und Selbstständigen um!,1.0
BIM IT Software Architect (f/m/d),Siemens Energy,Erlangen,"In addition, you demonstrate skills in tool integration and data exchange strategies as well as knowledge in API design.What part will you play?",0.0
BIM Manager (f/m/d),Siemens Energy,Erlangen,"Besides, you liaise with project stakeholders ensuring proper communication and required consistent data flow between all parties.What part will you play?",0.0
BSS Solution Architect,Templeton and Partners,Frankfurt am Main,"Development and maintaining resource data, preparation of business data and loading.You have successfully completed your university degree in business IT,…",0.0
BUSINESS DEVELOPMENT MANAGER,Trakken Web Services,Hamburg,"First experience in the coordination and steering of cross-functional projects and/or the field of business development, digital analytics, data science or…",1.0
Bachelor of Science (B.Sc.) (w/m/d) Wirtschaftsinformatik Start 2021 Standort Markdorf,SAP,Markdorf,Work Area: Education and Training.SAP started in 1972 as a team of five colleagues with a desire to do something new.Was wir uns von dir wünschen:,0.0
Bachelor of Science (B.Sc.) (w/m/d) Wirtschaftsinformatik Start 2021 Standort Walldorf,SAP,Walldorf,Work Area: Education and Training.SAP started in 1972 as a team of five colleagues with a desire to do something new.Was wir uns von dir wünschen:,0.0
Bachelor of Science (Wirtschaftsinformatik) + Fachinformatiker für Systemintegration (w/m/d) - Duales Studium,KHS GmbH,Dortmund,"Als einer der weltweit führenden Hersteller von Abfüll- und Verpackungsanlagen für die Getränke-, Food- und Non-Food-Industrie ist es unser Anspruch, immer die…",0.0
Bachelor-/Masterarbeit IT,zeb.consulting,Berlin,"Hinterfrage mit deiner Bachelor-/Masterarbeit IT-Themen der Finanzwelt von morgen.Softwareentwicklung, IT-Consulting und Digitalisierungstrends erwarten dich.",0.0
Back-End developer (m/w/d),Cs2-ITEC GmbH & Co. KG,München,"Development, implementation and testing of a product that that involves user registration of sensitive data, data management in a database and an Email/SMS…",0.0
Backend Developer,planblue,Bremen,"Experience with cloud technologies, AI or large scale geospatial data is a plus.Planblue is a diverse team of visionary entrepreneurs and engineers whose…",1.0
Backend Developer (f/m/d),Thryve,Berlin-Kreuzberg,We are looking for a Backend Developer to drive the integration of our backend and data science systems.You ensure that our solutions provide excellent event…,1.0
Backend Developer (f/m/d),Thryve,Berlin-Kreuzberg,We are looking for a Backend Developer to drive the integration of our backend and data science systems.You ensure that our solutions provide excellent mobile…,1.0
Backend Developer (m/f/d),solexas GmbH,Karlsruhe,"Completed degree in computer science or comparable qualifications.Working with agile methods (SCRUM) in an international team of software developers, designers…",0.0
Backend Developer (m/f/d),skoobe,Deutschland,We save and process your data strictly confidential according to general data protection guidelines.We use this personal data solely for the application…,0.0
Backend Developer (m/w/d),AVANTGARDE Experts,München,"AVANTGARDE Experts vermittelt deutschlandweit Software-Engineering-Experten für Webentwicklung, Mobile, Data Science, AI und in vielen weiteren Bereichen –…",0.0
Backend Developer (w/m/d),Westphalia DataLab GmbH,Münster,Werden Sie Teil unseres hochmotivierten Teams und Teil unseres rasant wachsenden Startups!Nutze die einmalige Chance aktiv an der Gestaltung und Entwicklung…,0.0
Backend Developer/Data Engineer (m/f/d),Relayr,München,"We tackle challenging problems in the fields of data engineering, data science, and machine learning research to develop solutions from early prototypes to…",1.0
Backend Engineer- Monetization Team (m / f / d),Omio,Berlin,"Use state-of-the-art data and cloud technology (queues, data stores, ETL pipelines) to move around the massive data on our hands to help the team make decisions…",1.0
Backend JavaScript Developer (m/w/d),I. K. Hofmann GmbH,Berlin,"3+ years of experience in JavaScript Development, with strong competencies in data structures, distributed systems, algorithms and software design.",0.0
"Backend Javascript Developer (m/f/x), Hamburg",payever,Hamburg,"Implement security and data protection.Founded in 2013, payever´s mission is to challenge the status quo on behalf of small and medium sized businesses against…",0.0
Big Data DevOps Engineer (m/w/d),Hays,Bayern,"Evaluate new technologies in the field of cloud computing, distributed computing, data engineering and data science.Resolve incidents and change requests.",1.0
Big Data Developer,Templeton and Partners,Herzogenaurach,"Understanding of data warehousing and data modelling.Someone passionate about working with data.Passion for data, technology and sports.",1.0
Big Data Engineer (w/m/d),Kenbun IT AG,Karlsruhe,"Wir sind ein junges Unternehmen, das als Team mit einer Vision der Zukunft aufgebrochen ist, um an den Weichenstellungen und Entwicklungen in den nächsten…",1.0
Big Data Product Owner (m/f/d),Hays,München,"Master or Bachelor in business informatics, computer science, or similar areas.Responsible for maximizing the value of the big data services offered as part of…",1.0
Bioinformatic Scientist NGS - GENEWIZ Europe,"GENEWIZ, Inc.",Leipzig,This is a bioinformatics position that works closely with Production and Study Management to evaluate our customers' sequencing data and then deliver on time.,0.0
"Bioinformatician, Physical Scientist - Biostatistics, ML (m/f/d)",Oncimmune Germany GmbH,Dortmund,"Large scale data of excellent quality from multiplex autoantibody assay data.Hands-on experience in the integration, exploration and interpretation of large…",1.0
Bioinformatics PhD student (m/f/d),Universitätsklinikum Heidelberg,Heidelberg,"Integration of digital tissue data, molecular high-throughput data and clinical-pathological data.Skills in big data analysis and machine learning.",1.0
"Biological-technical assistant (BTA) in the field of ""Marine Growth and Biofouling"" (m/f/d)",Alfred-Wegener-Institut für Polar- und Meeresforsc...,Bremerhaven,"Experience in data processing and backups.Exciting science topics, with opportunities also in technology, administration and infrastructure.",0.0
Blockchain Developer (DeFi),Energi,Home Office,"Strong skills in core Computer Science theory/use (data structures, algorithms, etc.).Energi (NRG) is a next-generation Proof of Stake (PoS) cryptocurrency,…",0.0
Bluetooth Software Engineer,HOLOSWITCH,Berlin,"Experience with resource optimization like data-usage and battery consumption.We are a brand new start-up made of VR enthusiasts, evangelists, and engineers…",0.0
"Brand/Product Manager, DACH",Orphazyme,München,"Bachelor’s degree or higher education in medical science / life science or a comparable qualification.Attention to detail and ability to understand, interpret…",0.0
Business Analyst,Brunel,Stuttgart,"Sie haben Erfahrung als Business Analyst und sind auf der Suche nach einer neuen beruflichen Herausforderung?Sehr gute Kenntnisse in Microsoft Power Bi, inkl.",0.0
Business Analyst (m/f/d),s.Oliver Group,Rottendorf,Several years of professional experience in the field of analytics and/or business intelligence and/or data science in the e-commerce environment.,1.0
Business Analyst / Data Engineer (f/m/d) IT Investment and Operations Function (2 years contract),Allianz Global Investors,Frankfurt am Main,"Good understanding of data models, knowledge of data analytics tools, Python, SQL.Support projects and future data initiatives and ensure that business…",1.0
"Business Analyst, EU Payment Acceptance",Amazon EU SARL(Germany Branch),München,"Understanding of data warehousing and data modeling.Employ data mining, segmentation, and other analytical techniques to capture important trends and create…",1.0
Business Consultant (f/m/d),Allianz Digital Health GmbH,München,"We offer digital health services based on advanced data analytics and a modern IT architecture.At ADH, our mission is to radically innovate the way we think…",0.0
Business Development Executive,Codepan GmbH,Berlin-Kreuzberg,"An interest in data science, machine learning and AI.We bring all this together to design, implement and deploy data science projects that work.",1.0
"Business Development Manager, Europe",ProPharma Group,Berlin,Utilize internal data tracking tools to record and monitor ongoing sales activities and for producing sales metrics reports as needed.,0.0
